,entity_pair_names,Structural_similarity,Jaccardian_Similarity,Sequence_Similarity,Transformers_similarity,Spacy_similarity
1383,ma 0001896 / nci c33425,0.31652845559501536,0.2857142857142857,0.32,0.05380649119615555,0.204
1384,ma 0001896 / nci c33689,0.2904820115405502,0.29411764705882354,0.2,0.1732294261455536,0.549
1385,ma 0001896 / nci c53166,0.2978491294450597,0.3125,0.27586206896551724,0.35193946957588196,0.693
1386,ma 0001896 / nci c12294,0.2784861206560381,0.2777777777777778,0.16666666666666666,0.08982429653406143,0.576
1387,ma 0001896 / nci c12392,0.2846782093875117,0.18181818181818182,0.13333333333333333,0.10181872546672821,0.576
1388,ma 0001896 / nci c12503,0.27417793759249776,0.3333333333333333,0.32,0.11438378691673279,0.457
1389,ma 0001896 / nci c12606,0.2674852808985636,0.3333333333333333,0.16666666666666666,0.09888052195310593,0.28
1390,ma 0001896 / nci c13181,0.29541604333831994,0.3888888888888889,0.2545454545454545,0.19247156381607056,0.235
1391,ma 0001896 / nci c25439,0.31183562713316476,0.3333333333333333,0.32,0.12840533256530762,0.683
1392,ma 0001896 / nci c32493,0.32070371488976135,0.3333333333333333,0.3076923076923077,0.23761281371116638,0.444
1393,ma 0001896 / nci c32626,0.30268993818947065,0.46153846153846156,0.20689655172413793,0.1380741000175476,0.452
1394,ma 0001896 / nci c42780,0.24305558209670808,0.3,0.15730337078651685,0.07825057208538055,0.665
1395,ma 0001896 / nci c49305,0.3002816779663564,0.3125,0.1875,0.0911114513874054,0.489
1396,ma 0001896 / nci c53070,0.3001303525286083,0.2857142857142857,0.17391304347826086,0.17508327960968018,0.662
1397,ma 0001896 / nci c53023,0.3251495446639106,0.46153846153846156,0.21428571428571427,0.21472609043121338,0.293
1398,ma 0001896 / nci c52971,0.253624007566381,0.2727272727272727,0.1111111111111111,0.09501440078020096,0.507
1399,ma 0001896 / nci c32085,0.2758212130016451,0.2777777777777778,0.2222222222222222,0.23185357451438904,0.605
1400,ma 0001843 / nci c33224,0.3002318755939183,0.7222222222222222,0.2727272727272727,0.30207496881484985,0.239
1401,ma 0001843 / nci c32084,0.2708459639822185,0.6470588235294118,0.2413793103448276,0.44105470180511475,0.216
1402,ma 0001843 / nci c32082,0.2680442568527802,0.7058823529411765,0.32653061224489793,0.2932801842689514,0.406
1403,ma 0001843 / nci c32212,0.25287151199140995,0.42105263157894735,0.30303030303030304,0.2530084252357483,0.2
1404,ma 0001843 / nci c32739,0.22648345631688016,0.5263157894736842,0.0975609756097561,0.37834349274635315,0.4
1405,ma 0001843 / nci c32886,0.27567142229132025,0.8333333333333334,0.2909090909090909,0.27217668294906616,0.43
1406,ma 0001843 / nci c33844,0.2708434258302593,0.4375,0.16,0.18753546476364136,0.541
1407,ma 0001843 / nci c33243,0.2711365502529166,0.5,0.3125,0.29044997692108154,0.399
1408,ma 0001843 / nci c33423,0.3064198125032616,0.47058823529411764,0.35714285714285715,0.39812973141670227,0.232
1409,ma 0001843 / nci c33687,0.25829188389322966,0.6111111111111112,0.23809523809523808,0.2616080045700073,0.168
1410,ma 0001843 / nci c47855,0.4137168882704597,0.5625,0.5517241379310345,0.4345558285713196,0.167
1411,ma 0001843 / nci c49190,0.23459953807530337,0.7058823529411765,0.11428571428571428,0.2691301703453064,0.601
1412,ma 0001843 / nci c33670,0.2204453088169075,0.7647058823529411,0.13333333333333333,0.14867320656776428,0.476
1413,ma 0001843 / nci c12292,0.2574235124103459,0.4117647058823529,0.26666666666666666,0.30727434158325195,0.485
1414,ma 0001843 / nci c12388,0.279233592163139,0.23529411764705882,0.16,0.20420286059379578,0.178
1415,ma 0001843 / nci c25268,0.28303403182229714,0.6111111111111112,0.3,0.38936346769332886,0.527
1416,ma 0001843 / nci c33419,0.2679358496923023,0.7222222222222222,0.08888888888888889,0.29068776965141296,0.358
1417,ma 0001843 / nci c32616,0.3457996767609406,0.5625,0.4444444444444444,0.07315784692764282,0.341
1418,ma 0001843 / nci c12604,0.23453026608361568,0.3888888888888889,0.2962962962962963,0.27158957719802856,0.278
1419,ma 0001843 / nci c32491,0.2527476694568531,0.5882352941176471,0.24242424242424243,0.06768525391817093,0.593
1420,ma 0001843 / nci c32624,0.25931275442244833,0.6666666666666666,0.2564102564102564,0.2062591314315796,0.524
1421,ma 0001843 / nci c42716,0.24560830132784828,0.7619047619047619,0.11650485436893204,0.43449273705482483,0.512
1422,ma 0001843 / nci c49303,0.20766140418826493,0.8125,0.2631578947368421,0.34635040163993835,0.782
1423,ma 0001843 / nci c12422,0.35581420068027203,0.29411764705882354,0.3333333333333333,0.250385046005249,0.616
1424,ma 0001843 / nci c32837,0.28719114443454175,0.6666666666666666,0.3333333333333333,0.4081704020500183,0.191
1425,ma 0001843 / nci c32083,0.22240186353181549,0.6111111111111112,0.18604651162790697,0.2828104496002197,0.186
1426,ma 0001843 / nci c32216,0.25978415292190804,0.7368421052631579,0.2222222222222222,0.1132136732339859,0.484
1427,ma 0001843 / nci c32740,0.23848751873679658,0.5789473684210527,0.3333333333333333,0.21397767961025238,0.462
1428,ma 0001843 / nci c32887,0.27475465879137134,0.631578947368421,0.358974358974359,0.338318407535553,0.341
1429,ma 0001843 / nci c33047,0.22766109828047104,0.5555555555555556,0.2222222222222222,0.15807795524597168,0.496
1430,ma 0001843 / nci c33245,0.2478587626560727,0.5555555555555556,0.18181818181818182,0.045416951179504395,0.417
1431,ma 0001843 / nci c33424,0.2673350950694836,0.47058823529411764,0.2857142857142857,0.1994597613811493,0.152
1432,ma 0001843 / nci c33600,0.2909085810755242,0.631578947368421,0.2857142857142857,0.3606001138687134,0.2
1433,ma 0001843 / nci c33513,0.2483435263466026,0.4117647058823529,0.14285714285714285,0.28021079301834106,0.565
1434,ma 0001843 / nci c12293,0.2965379648876161,0.6842105263157895,0.19672131147540983,0.20510420203208923,0.151
1435,ma 0001843 / nci c12390,0.2892173583969052,0.375,0.25,0.25706690549850464,0.144
1436,ma 0001843 / nci c12605,0.2718349058882555,0.4444444444444444,0.3333333333333333,0.1731577217578888,0.328
1437,ma 0001843 / nci c49316,0.2660893853822514,0.8333333333333334,0.14814814814814814,0.26868289709091187,0.241
1438,ma 0001843 / nci c25419,0.2662834213216867,0.3333333333333333,0.21428571428571427,0.17906132340431213,0.26
1439,ma 0001843 / nci c12757,0.269509094109624,0.5882352941176471,0.3125,0.15050752460956573,0.26
1440,ma 0001843 / nci c32492,0.27179931038349403,0.5294117647058824,0.11764705882352941,0.2317785769701004,0.145
1441,ma 0001843 / nci c32625,0.24356079294854804,0.7647058823529411,0.3333333333333333,0.27664777636528015,0.151
1442,ma 0001843 / nci c42766,0.24770906536663267,0.7619047619047619,0.11864406779661017,0.3302012085914612,0.149
1443,ma 0001843 / nci c49304,0.2236178548979963,0.5294117647058824,0.22857142857142856,0.06386226415634155,0.425
1444,ma 0001843 / nci c33396,0.21284408875536998,0.631578947368421,0.15789473684210525,0.3321997821331024,0.311
1445,ma 0001843 / nci c12229,0.23074850966099858,0.23529411764705882,0.16666666666666666,0.3827924430370331,0.222
1446,ma 0001843 / nci c12829,0.22236154670578437,0.6470588235294118,0.19047619047619047,0.12322785705327988,0.415
1447,ma 0001843 / nci c32089,0.27559732556187766,0.5263157894736842,0.3018867924528302,0.2671297788619995,0.469
1448,ma 0001843 / nci c32217,0.24388746997165364,0.5263157894736842,0.25,0.17293410003185272,0.536
1449,ma 0001843 / nci c32742,0.24827990732592592,0.3333333333333333,0.2222222222222222,0.27436167001724243,0.601
1450,ma 0001843 / nci c32888,0.24827990732592592,0.3333333333333333,0.2222222222222222,0.3329136371612549,0.432
1451,ma 0001843 / nci c33048,0.35875312944156934,0.5625,0.41379310344827586,0.24618983268737793,0.26
1452,ma 0001843 / nci c33247,0.24421404512061468,0.5294117647058824,0.125,0.2447909414768219,0.26
1453,ma 0001843 / nci c33425,0.2142792443544587,0.4444444444444444,0.24242424242424243,-0.00044391117990016937,0.081
1454,ma 0001843 / nci c33689,0.26871272435047944,0.6666666666666666,0.20833333333333334,0.1618087887763977,0.281
1455,ma 0001843 / nci c53166,0.23679998035677813,0.6111111111111112,0.2702702702702703,0.2888827323913574,0.543
1456,ma 0001843 / nci c12294,0.3165452762802993,0.631578947368421,0.2727272727272727,0.24411894381046295,0.286
1457,ma 0001843 / nci c12392,0.33746985157699444,0.23529411764705882,0.2608695652173913,0.2035517394542694,0.519
1458,ma 0001843 / nci c12503,0.3402423463069704,0.5555555555555556,0.48484848484848486,0.17740434408187866,0.317
1459,ma 0001843 / nci c12606,0.28788487845996713,0.5555555555555556,0.375,0.3358457684516907,0.442
1460,ma 0001843 / nci c13181,0.2595016161275855,0.8333333333333334,0.12698412698412698,0.17303341627120972,0.44
1461,ma 0001843 / nci c25439,0.34032569848896377,0.6470588235294118,0.36363636363636365,0.20534592866897583,0.201
1462,ma 0001843 / nci c32493,0.2772369743351886,0.47368421052631576,0.23529411764705882,0.34227216243743896,0.07
1463,ma 0001843 / nci c32626,0.2129757628992323,0.5,0.32432432432432434,0.3661600351333618,0.58
1464,ma 0001843 / nci c42780,0.24982753690370885,0.7894736842105263,0.16494845360824742,0.04536667838692665,0.289
1465,ma 0001843 / nci c49305,0.2856294013331828,0.7058823529411765,0.35,0.22927898168563843,0.449
1466,ma 0001843 / nci c53070,0.2518945422561474,0.4444444444444444,0.25806451612903225,0.27836936712265015,0.485
1467,ma 0001843 / nci c53023,0.20717708070786903,0.5,0.3333333333333333,0.11317703127861023,0.243
1468,ma 0001843 / nci c52971,0.23939419798888587,0.2222222222222222,0.15384615384615385,0.25996020436286926,0.317
1469,ma 0001843 / nci c32085,0.2255305497727695,0.7222222222222222,0.18181818181818182,0.32477593421936035,0.183
1470,ma 0002106 / nci c33224,0.3581973581973582,0.5294117647058824,0.4186046511627907,0.25324326753616333,0.387
1471,ma 0002106 / nci c32084,0.410722443328006,0.5333333333333333,0.24561403508771928,0.0307421013712883,0.311
1472,ma 0002106 / nci c32082,0.3815679826029529,0.5,0.25,0.0725095346570015,0.409
1473,ma 0002106 / nci c32212,0.3684702329666032,0.4666666666666667,0.125,0.12347795069217682,0.106
1474,ma 0002106 / nci c32739,0.37933667159270235,0.6,0.45,-0.02494749054312706,0.273
1475,ma 0002106 / nci c32886,0.28763154392568563,0.4,0.18518518518518517,-0.03776458278298378,0.173
1476,ma 0002106 / nci c33844,0.2901311651311651,0.2857142857142857,0.25,-0.08453849703073502,0.231
1477,ma 0002106 / nci c33243,0.2665358742564625,0.5714285714285714,0.1935483870967742,0.04591710492968559,0.3
1478,ma 0002106 / nci c33423,0.2502390549265549,0.3333333333333333,0.2222222222222222,0.09795679152011871,0.517
1479,ma 0002106 / nci c33687,0.47004345354126054,0.5,0.43902439024390244,0.07318940758705139,0.423
1480,ma 0002106 / nci c47855,0.2718910718910719,0.42857142857142855,0.21428571428571427,0.0282828938215971,0.399
1481,ma 0002106 / nci c49190,0.26714697583118635,0.6,0.23529411764705882,0.026222942396998405,0.568
1482,ma 0002106 / nci c33670,0.28552329635114726,0.5625,0.18181818181818182,-0.04690827429294586,0.265
1483,ma 0002106 / nci c12292,0.3229684667184667,0.46153846153846156,0.3448275862068966,0.00489257276058197,0.316
1484,ma 0002106 / nci c12388,0.2453791901801055,0.14285714285714285,0.08333333333333333,0.18601644039154053,0.277
1485,ma 0002106 / nci c25268,0.35580139432935487,0.6,0.10256410256410256,-0.017813783138990402,0.432
1486,ma 0002106 / nci c33419,0.2870221743303585,0.5294117647058824,0.2727272727272727,0.013174064457416534,0.186
1487,ma 0002106 / nci c32616,0.2781036803625119,0.42857142857142855,0.23076923076923078,-0.046458207070827484,0.09
1488,ma 0002106 / nci c12604,0.2683981380159501,0.42857142857142855,0.07692307692307693,0.13864821195602417,0.314
1489,ma 0002106 / nci c32491,0.2767681468427145,0.6923076923076923,0.375,0.005055705085396767,0.332
1490,ma 0002106 / nci c32624,0.34660766560099154,0.5625,0.3157894736842105,0.023679004982113838,0.496
1491,ma 0002106 / nci c42716,0.26904640059812474,0.45454545454545453,0.23529411764705882,0.04449756443500519,0.479
1492,ma 0002106 / nci c49303,0.34587670491848554,0.5,0.5405405405405406,0.07864456623792648,0.519
1493,ma 0002106 / nci c12422,0.30671707921707925,0.21428571428571427,0.2608695652173913,0.011767104268074036,0.265
1494,ma 0002106 / nci c32837,0.40267528072739456,0.5625,0.2127659574468085,0.014784310013055801,0.181
1495,ma 0002106 / nci c32083,0.3795169848202477,0.6,0.3333333333333333,0.02386581525206566,0.45
1496,ma 0002106 / nci c32216,0.2878719683782613,0.4,0.3181818181818182,0.18591557443141937,0.261
1497,ma 0002106 / nci c32740,0.2943582488939632,0.5625,0.14634146341463414,0.05271109193563461,0.238
1498,ma 0002106 / nci c32887,0.26792478354978355,0.5294117647058824,0.15789473684210525,0.02143712528049946,0.322
1499,ma 0002106 / nci c33047,0.23800392706285153,0.6428571428571429,0.2857142857142857,0.1238052248954773,0.654
1500,ma 0002106 / nci c33245,0.26457697647321127,0.7692307692307693,0.125,0.23670503497123718,0.464
1501,ma 0002106 / nci c33424,0.27134258960501195,0.25,0.07407407407407407,0.0937286764383316,0.656
1502,ma 0002106 / nci c33600,0.2685475605475605,0.625,0.24390243902439024,0.06313860416412354,0.579
1503,ma 0002106 / nci c33513,0.2865114490772386,0.35714285714285715,0.37037037037037035,0.11367277801036835,0.652
1504,ma 0002106 / nci c12293,0.31056794654620745,0.5,0.1,0.007613190449774265,0.652
1505,ma 0002106 / nci c12390,0.24451548062074377,0.13333333333333333,0.17391304347826086,-0.001055760309100151,0.264
1506,ma 0002106 / nci c12605,0.2602798975607531,0.3125,0.13793103448275862,-0.027314679697155952,0.654
1507,ma 0002106 / nci c49316,0.3023569548629935,0.5555555555555556,0.33962264150943394,0.03865090385079384,0.562
1508,ma 0002106 / nci c25419,0.3982046134220047,0.5833333333333334,0.5185185185185185,-0.0026436448097229004,0.262
1509,ma 0002106 / nci c12757,0.2813604541035097,0.4666666666666667,0.3870967741935484,0.03929637372493744,0.545
1510,ma 0002106 / nci c32492,0.2371579384369864,0.4,0.18181818181818182,0.023770375177264214,0.296
1511,ma 0002106 / nci c32625,0.27195932508870796,0.47058823529411764,0.22857142857142856,0.041606441140174866,0.47
1512,ma 0002106 / nci c42766,0.26483343763516176,0.45454545454545453,0.20512820512820512,0.12341217696666718,0.519
1513,ma 0002106 / nci c49304,0.23991398358585858,0.4,0.29411764705882354,0.11949019134044647,0.33
1514,ma 0002106 / nci c33396,0.2662662376204043,0.5294117647058824,0.21621621621621623,0.1356063038110733,0.406
1515,ma 0002106 / nci c12229,0.3267102351839194,0.23076923076923078,0.34782608695652173,0.09379692375659943,0.606
1516,ma 0002106 / nci c12829,0.38191958222284517,0.5333333333333333,0.34146341463414637,0.07969135046005249,0.652
1517,ma 0002106 / nci c32089,0.3716618586631068,0.6,0.3076923076923077,-0.027908887714147568,0.652
1518,ma 0002106 / nci c32217,0.2789403458443938,0.3333333333333333,0.15384615384615385,0.05578499287366867,0.241
1519,ma 0002106 / nci c32742,0.2457579317612212,0.26666666666666666,0.23076923076923078,0.1213713213801384,0.421
1520,ma 0002106 / nci c32888,0.2693086563989024,0.35714285714285715,0.23076923076923078,0.0814066156744957,0.194
1521,ma 0002106 / nci c33048,0.2903526103526104,0.42857142857142855,0.35714285714285715,0.07706758379936218,0.483
1522,ma 0002106 / nci c33247,0.3079507353316877,0.3125,0.3870967741935484,0.0479261577129364,0.399
1523,ma 0002106 / nci c33425,0.23241718300380582,0.16666666666666666,0.1875,0.04243733733892441,0.416
1524,ma 0002106 / nci c33689,0.3112069794135012,0.6666666666666666,0.3829787234042553,0.03838643059134483,0.385
1525,ma 0002106 / nci c53166,0.25577254071928257,0.4117647058823529,0.2222222222222222,0.04161030054092407,0.619
1526,ma 0002106 / nci c12294,0.3129294066794067,0.5294117647058824,0.32558139534883723,0.04951798915863037,0.593
1527,ma 0002106 / nci c12392,0.3236323131059973,0.45454545454545453,0.2727272727272727,-0.046002112329006195,0.065
1528,ma 0002106 / nci c12503,0.24933005735967745,0.5333333333333333,0.25,0.075642429292202,0.457
1529,ma 0002106 / nci c12606,0.23715620013748673,0.4375,0.1935483870967742,0.008521015755832195,0.406
1530,ma 0002106 / nci c13181,0.3052327977086431,0.5555555555555556,0.3225806451612903,0.04253634065389633,0.37
1531,ma 0002106 / nci c25439,0.25881499291395,0.5333333333333333,0.1875,-0.01601046696305275,0.176
1532,ma 0002106 / nci c32493,0.25111224886663697,0.4375,0.18181818181818182,0.03987031802535057,0.285
1533,ma 0002106 / nci c32626,0.28837637577995223,0.5714285714285714,0.3333333333333333,0.10708846896886826,0.244
1534,ma 0002106 / nci c42780,0.2604245229064796,0.5263157894736842,0.16666666666666666,0.0071280766278505325,0.226
1535,ma 0002106 / nci c49305,0.26865782189009674,0.5,0.3076923076923077,-0.027161121368408203,0.463
1536,ma 0002106 / nci c53070,0.2727872169601493,0.5,0.06666666666666667,0.01566438004374504,0.609
1537,ma 0002106 / nci c53023,0.36821574122967726,0.4666666666666667,0.17142857142857143,0.12451694160699844,0.592
1538,ma 0002106 / nci c52971,0.2606107159249526,0.21428571428571427,0.08,0.059306807816028595,0.298
1539,ma 0002106 / nci c32085,0.3686069392757989,0.4444444444444444,0.18604651162790697,0.07189970463514328,0.282
1540,ma 0002245 / nci c33224,0.33571759471139384,0.6470588235294118,0.425531914893617,0.23933473229408264,0.478
1541,ma 0002245 / nci c32084,0.42728408889140457,0.5625,0.45901639344262296,0.2778061032295227,0.325
1542,ma 0002245 / nci c32082,0.43525594975666915,0.625,0.5,0.2168596088886261,0.488
1543,ma 0002245 / nci c32212,0.361577997427041,0.5,0.1111111111111111,0.2578699290752411,0.325
1544,ma 0002245 / nci c32739,0.3892924264635213,0.5294117647058824,0.45454545454545453,0.22132275998592377,0.175
1545,ma 0002245 / nci c32886,0.3088297179579109,0.5789473684210527,0.3448275862068966,0.18424345552921295,0.419
1546,ma 0002245 / nci c33844,0.3186408906321219,0.3333333333333333,0.35714285714285715,0.25077682733535767,0.263
1547,ma 0002245 / nci c33243,0.2917401576015022,0.6,0.17142857142857143,0.3053123354911804,0.325
1548,ma 0002245 / nci c33423,0.2974732183298943,0.4666666666666667,0.3225806451612903,0.18242116272449493,0.408
1549,ma 0002245 / nci c33687,0.5021709154654684,0.625,0.6222222222222222,0.25323715806007385,0.472
1550,ma 0002245 / nci c47855,0.27323298389366196,0.5714285714285714,0.125,0.17442868649959564,0.567
1551,ma 0002245 / nci c49190,0.25420195774241117,0.5294117647058824,0.2631578947368421,0.28308895230293274,0.702
1552,ma 0002245 / nci c33670,0.33722829437668006,0.8,0.4166666666666667,0.18131116032600403,0.329
1553,ma 0002245 / nci c12292,0.3460455226134129,0.5,0.42424242424242425,0.22889886796474457,0.525
1554,ma 0002245 / nci c12388,0.23643685929656413,0.125,0.14285714285714285,0.23103253543376923,0.214
1555,ma 0002245 / nci c25268,0.3042581427532776,0.5294117647058824,0.18604651162790697,0.28232771158218384,0.25
1556,ma 0002245 / nci c33419,0.32644025558941525,0.5555555555555556,0.4166666666666667,0.1967248022556305,0.516
1557,ma 0002245 / nci c32616,0.2801734913079451,0.5714285714285714,0.13333333333333333,0.14719203114509583,0.454
1558,ma 0002245 / nci c12604,0.29549365200625705,0.4666666666666667,0.3333333333333333,0.28089186549186707,0.325
1559,ma 0002245 / nci c32491,0.31738171018337247,0.7142857142857143,0.3888888888888889,0.22672685980796814,0.604
1560,ma 0002245 / nci c32624,0.2757079123395523,0.5882352941176471,0.23809523809523808,0.4342677891254425,0.541
1561,ma 0002245 / nci c42716,0.27036382785664653,0.5454545454545454,0.2641509433962264,0.34539586305618286,0.479
1562,ma 0002245 / nci c49303,0.2705972674157382,0.625,0.2926829268292683,0.23216058313846588,0.514
1563,ma 0002245 / nci c12422,0.28309274135124635,0.26666666666666666,0.14814814814814814,0.3316926956176758,0.423
1564,ma 0002245 / nci c32837,0.3810432444431601,0.5882352941176471,0.3137254901960784,0.23205478489398956,0.707
1565,ma 0002245 / nci c32083,0.44263380999167223,0.5294117647058824,0.5217391304347826,0.25181466341018677,0.611
1566,ma 0002245 / nci c32216,0.28505015225526603,0.5,0.125,0.1367931365966797,0.779
1567,ma 0002245 / nci c32740,0.25043809337584205,0.5,0.26666666666666666,0.26844364404678345,0.791
1568,ma 0002245 / nci c32887,0.21544026701589725,0.47368421052631576,0.14285714285714285,0.26028144359588623,0.933
1569,ma 0002245 / nci c33047,0.25554657095734057,0.47058823529411764,0.3076923076923077,0.1898592710494995,0.933
1570,ma 0002245 / nci c33245,0.28894037841563425,0.5625,0.2777777777777778,0.10180877149105072,0.387
1571,ma 0002245 / nci c33424,0.30094359538687265,0.375,0.3225806451612903,0.20062881708145142,0.707
1572,ma 0002245 / nci c33600,0.25297531725180833,0.5555555555555556,0.35555555555555557,0.24557791650295258,0.657
1573,ma 0002245 / nci c33513,0.2895947941466149,0.4,0.12903225806451613,0.25153809785842896,0.309
1574,ma 0002245 / nci c12293,0.3075290036963402,0.5263157894736842,0.28125,0.31255045533180237,0.77
1575,ma 0002245 / nci c12390,0.25606648892619377,0.1875,0.07407407407407407,0.1286470741033554,0.552
1576,ma 0002245 / nci c12605,0.2843715895449089,0.4375,0.24242424242424243,0.23175649344921112,0.691
1577,ma 0002245 / nci c49316,0.30652233524797445,0.5789473684210527,0.3508771929824561,0.181438148021698,0.532
1578,ma 0002245 / nci c25419,0.3196127001525248,0.5,0.3225806451612903,0.22702530026435852,0.288
1579,ma 0002245 / nci c12757,0.304581383950991,0.7142857142857143,0.34285714285714286,0.2231459617614746,0.454
1580,ma 0002245 / nci c32492,0.29121412475648567,0.35294117647058826,0.32432432432432434,0.15308035910129547,0.868
1581,ma 0002245 / nci c32625,0.2396526695371233,0.42105263157894735,0.20512820512820512,0.22174012660980225,0.933
1582,ma 0002245 / nci c42766,0.26497234121003277,0.5454545454545454,0.23140495867768596,0.2563236355781555,0.933
1583,ma 0002245 / nci c49304,0.25869099323230976,0.4375,0.3684210526315789,0.07398763298988342,0.361
1584,ma 0002245 / nci c33396,0.25586780899572686,0.5555555555555556,0.2926829268292683,0.3526168465614319,0.273
1585,ma 0002245 / nci c12229,0.30093829505046166,0.38461538461538464,0.2222222222222222,0.30849331617355347,0.256
1586,ma 0002245 / nci c12829,0.44740771955549774,0.6666666666666666,0.5333333333333333,0.14415282011032104,0.813
1587,ma 0002245 / nci c32089,0.38651522081041584,0.5294117647058824,0.35714285714285715,0.322873055934906,0.459
1588,ma 0002245 / nci c32217,0.2640983585782195,0.4444444444444444,0.32558139534883723,0.19700491428375244,0.514
1589,ma 0002245 / nci c32742,0.2515710756224778,0.4,0.26666666666666666,0.2030753791332245,0.649
1590,ma 0002245 / nci c32888,0.2515710756224778,0.4,0.2,0.16688166558742523,0.821
1591,ma 0002245 / nci c33048,0.270265950926629,0.5714285714285714,0.125,0.3713521361351013,0.746
1592,ma 0002245 / nci c33247,0.2659745743632524,0.4375,0.34285714285714286,0.28078633546829224,0.234
1593,ma 0002245 / nci c33425,0.2529378034149633,0.2777777777777778,0.2777777777777778,0.2076672613620758,0.538
1594,ma 0002245 / nci c33689,0.3754708524721794,0.8,0.5490196078431373,0.11859780550003052,0.682
1595,ma 0002245 / nci c53166,0.24241672289641478,0.5294117647058824,0.2,0.29659974575042725,0.281
1596,ma 0002245 / nci c12294,0.2939569818134201,0.5555555555555556,0.2978723404255319,0.198619544506073,0.234
1597,ma 0002245 / nci c12392,0.3006917208963245,0.38461538461538464,0.15384615384615385,0.14947788417339325,0.51
1598,ma 0002245 / nci c12503,0.2875513498011615,0.5625,0.16666666666666666,0.18836265802383423,0.194
1599,ma 0002245 / nci c12606,0.2591596902690695,0.5625,0.22857142857142856,0.25530433654785156,0.51
1600,ma 0002245 / nci c13181,0.3316682114036943,0.5789473684210527,0.3939393939393939,0.20467019081115723,0.574
1601,ma 0002245 / nci c25439,0.3161116353293309,0.5625,0.16666666666666666,0.2725357711315155,0.907
1602,ma 0002245 / nci c32493,0.2361555493409485,0.3888888888888889,0.2702702702702703,0.1682092845439911,0.579
1603,ma 0002245 / nci c32626,0.26969802101104623,0.4117647058823529,0.25,0.2017287313938141,0.168
1604,ma 0002245 / nci c42780,0.2689742448703619,0.55,0.16,0.16778767108917236,0.169
1605,ma 0002245 / nci c49305,0.2139585434444781,0.625,0.23255813953488372,0.2154243290424347,0.227
1606,ma 0002245 / nci c53070,0.3404600897598097,0.4375,0.29411764705882354,0.2708245813846588,0.565
1607,ma 0002245 / nci c53023,0.3456486916769632,0.4117647058823529,0.20512820512820512,0.15885978937149048,0.756
1608,ma 0002245 / nci c52971,0.2657054371865296,0.11764705882352941,0.13793103448275862,0.2131495475769043,0.448
1609,ma 0002245 / nci c32085,0.42465579455444086,0.47368421052631576,0.3829787234042553,0.24911582469940186,0.181
1610,ma 0002383 / nci c33224,0.30095055105924673,0.47058823529411764,0.16216216216216217,0.20069870352745056,0.516
1611,ma 0002383 / nci c32084,0.2709147799161386,0.4666666666666667,0.19607843137254902,0.23438477516174316,0.355
1612,ma 0002383 / nci c32082,0.2642871202559357,0.5333333333333333,0.23809523809523808,0.33214354515075684,0.309
1613,ma 0002383 / nci c32212,0.2337827098802908,0.3125,0.15384615384615385,0.11740653216838837,0.324
1614,ma 0002383 / nci c32739,0.2791951472246002,0.4375,0.17647058823529413,0.1478552222251892,0.569
1615,ma 0002383 / nci c32886,0.3136784295002747,0.35,0.3333333333333333,0.15301352739334106,0.778
1616,ma 0002383 / nci c33844,0.29430844101758646,0.3076923076923077,0.2222222222222222,0.16715624928474426,0.78
1617,ma 0002383 / nci c33243,0.2605666408439806,0.4,0.16,0.18252962827682495,0.545
1618,ma 0002383 / nci c33423,0.2593374024827829,0.26666666666666666,0.09523809523809523,0.15766365826129913,0.8
1619,ma 0002383 / nci c33687,0.2997426001582012,0.4375,0.2857142857142857,0.23659832775592804,0.228
1620,ma 0002383 / nci c47855,0.22394582470669427,0.26666666666666666,0.18181818181818182,0.14810052514076233,0.284
1621,ma 0002383 / nci c49190,0.3265075295075295,0.5333333333333333,0.42857142857142855,0.12672412395477295,0.477
1622,ma 0002383 / nci c33670,0.2817522720455448,0.4117647058823529,0.2631578947368421,0.11306040734052658,0.472
1623,ma 0002383 / nci c12292,0.3220405774556331,0.2857142857142857,0.34782608695652173,0.1244654655456543,0.309
1624,ma 0002383 / nci c12388,0.2541107795775315,0.15384615384615385,0.2222222222222222,0.3892664611339569,0.766
1625,ma 0002383 / nci c25268,0.27018456555132575,0.2777777777777778,0.12121212121212122,0.15295284986495972,0.549
1626,ma 0002383 / nci c33419,0.30501931750961253,0.47058823529411764,0.2631578947368421,0.2927098870277405,0.323
1627,ma 0002383 / nci c32616,0.2650399095564999,0.26666666666666666,0.2,0.23902595043182373,0.296
1628,ma 0002383 / nci c12604,0.38833107239551334,0.46153846153846156,0.5,0.12184595316648483,0.588
1629,ma 0002383 / nci c32491,0.2764700099005507,0.4,0.3076923076923077,0.270822137594223,0.349
1630,ma 0002383 / nci c32624,0.2836464275978894,0.5,0.1875,0.19390417635440826,0.344
1631,ma 0002383 / nci c42716,0.2538754962239617,0.47619047619047616,0.16666666666666666,0.28366920351982117,0.498
1632,ma 0002383 / nci c49303,0.24182647871742402,0.4375,0.12903225806451613,0.14976371824741364,0.38
1633,ma 0002383 / nci c12422,0.29473928379725484,0.3333333333333333,0.23529411764705882,0.22405098378658295,0.415
1634,ma 0002383 / nci c32837,0.3031083272131866,0.6,0.34146341463414637,0.14101466536521912,0.415
1635,ma 0002383 / nci c32083,0.3420468605156759,0.6428571428571429,0.4444444444444444,0.1287928968667984,0.509
